pktArtWert#pktArtText#oid#pktKnng#east#north#markeWert#markeText#relHoehe#gebArtWert#gebArtText#gStWert#gStText
11003#Grenzpunkt#DEBYvAAAC0DbwgJS##566072.890#5493994.270#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIq##566115.290#5494064.030#1400#Meißelzeichen (z. B. Kreuz, Kerbe, Anker)####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIp##566083.720#5494032.560#1500#Pfahl####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJQ##566096.330#5494223.670#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIo##566130.500#5494061.810#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJP##566047.700#5494183.730#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIn##566065.610#5494044.950#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJO##566073.720#5493996.110#9500#Ohne Marke####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIm##566131.110#5494058.280#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJN##566073.450#5493995.150#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIl##566054.970#5494031.180#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJM##566073.180#5493994.190#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIk##566132.160#5494090.070#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJL##566145.710#5494155.720#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIz##566100.910#5494057.560#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIy##566168.140#5494144.340#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIx##566100.480#5493999.750#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIw##566097.420#5494056.240#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJX##566086.330#5494038.090#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIv##566163.890#5494152.270#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJW##566067.130#5493968.840#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIu##566079.750#5494013.750#1400#Meißelzeichen (z. B. Kreuz, Kerbe, Anker)####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJV##566087.210#5494045.670#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIt##566152.750#5494156.280#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJU##566070.260#5493985.020#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIs##566078.010#5494009.900#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJT##566085.990#5494052.710#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAAAAAAedS#20705204-8493#566226.160#5494142.750#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAAAAAAedQ#20715224-7461#566109.920#5494277.220#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAAAAAAedY#20715224-7462#566090.860#5494255.480#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAAAAAAedW#20715224-7335#566172.060#5494181.840#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAAAAAAedU#20715224-7463#566091.170#5494262.120#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJp##566050.190#5493974.630#1110#Stein, Grenzstein####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJn##566086.940#5494058.410#1655#Schlagmarke####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJl##566058.730#5493972.290#1120#Unbehauener Feldstein####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAAAAAAedI#20705204-7533#566277.840#5494103.350#1300#Bolzen/Nagel####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJy##566021.450#5494054.700#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJw##566073.160#5493995.230#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJt##566073.440#5493996.190#9500#Ohne Marke####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI2##566105.390#5494057.500#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI1##566170.940#5494139.740#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI0##566108.480#5494011.690#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI9##566095.270#5494038.910#1300#Bolzen/Nagel####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI8##566130.570#5494054.010#1200#Rohr####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI7##566187.760#5494131.000#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI6##566092.970#5494031.740#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI5##566114.670#5494055.740#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI4##566184.930#5494136.380#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgI3##566088.950#5494025.910#1400#Meißelzeichen (z. B. Kreuz, Kerbe, Anker)####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIb##566158.500#5494040.600#1110#Stein, Grenzstein####2100#S<=3cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJC##566122.080#5494145.110#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIa##566062.130#5493987.540#1110#Stein, Grenzstein####3000#S<=30cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJB##566184.870#5494118.080#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgJA##566188.800#5494124.760#9500#Ohne Marke####3300#S<=500cm
11003#Grenzpunkt#DEBYvAAAC0DbwgIj##566073.430#5494018.220#1400#Meißelzeichen (z. B. Kreuz, Kerbe, Anker)####3000#S<=30cm
